iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,910.7981660366103,2.729338042036617,189.0184348029363,1.8858750353970875,1.1158958747488803,nan,nan
2,1376.6960118326238,0.03675473183078426,354.889243619851,16.950920501419127,0.47244832812504756,nan,nan
3,3933.3431422937438,5.9221984479764505,53.141372533191806,13.837226461354382,0.6700867074880907,nan,nan
4,221.96186181559912,2.2394726867186936,263.57226750129604,19.6023203840313,0.2879681398766396,nan,nan
5,2850.193196432927,9.99413472382887,437.427919673209,3.5994214607635953,0.30131489654392657,nan,nan
6,2031.1010864360935,6.967057211861443,444.6817027655617,7.441672985792682,0.19835591786806253,nan,nan
7,3420.8145709710757,4.699405100029534,140.02892975685526,10.097216612869309,6.046637104812276,nan,nan
8,1638.612247807128,7.7973654080942545,72.244798321204,10.976120381372345,8.807452768981133,nan,nan
9,905.19,2.7489,190.08,1.8804,1.0994582445718761,nan,nan
10,910.09,2.7018,189.73,1.8593,0.9747893040985974,nan,nan
11,921.33,2.7464,188.04,1.8859,1.121351601713275,nan,nan
12,909.29,2.7313,191.3,1.8865,1.1095543000365287,nan,nan
13,917.22,2.7577,187.36,1.8737,1.0738362206321594,nan,nan
14,921.06,2.7815,189.36,1.8802,1.106139137204913,nan,nan
15,906.44,2.7666,189.7,1.8947,1.1698633848169278,nan,nan
16,908.52,2.7328,190.63,1.8943,1.1467014898065382,nan,nan
17,933.95,2.7145,192.24,1.9024,1.1420962008009568,nan,nan
18,915.08,2.7265,189.9,1.9135,1.204184903458725,nan,nan
19,903.18,2.7859,187.68,1.8691,1.0752563565816022,nan,nan
20,896.81,2.7733,189.43,1.9195,1.244326939918089,nan,nan
21,915.08,2.7059,186.17,1.8741,1.055166079347976,nan,nan
22,916.29,2.7635,186.24,1.8981,1.1923096160229156,nan,nan
23,911.42,2.7621,184.72,1.8843,1.140776031268567,nan,nan
24,903.77,2.7256,186.06,1.8829,1.1170984507581547,nan,nan
25,923.03,2.7104,186.1,1.9059,1.1904819214818518,nan,nan
26,910.63,2.7765,186.02,1.8587,1.017324992529319,nan,nan
27,906.2,2.7236,189.25,1.8873,1.1215414971851658,nan,nan
28,900.19,2.7161,187.43,1.8713,1.054612401232786,nan,nan
29,917.5,2.7002,189.85,1.9149,1.1958751462428447,nan,nan
30,914.6,2.7068,190.32,1.8968,1.1427209244255085,nan,nan
31,910.29,2.7428,189.96,1.8705,1.047725933354983,nan,nan
32,893.02,2.7025,191.75,1.8743,1.0515501792169084,nan,nan
33,918.28,2.7412,189.83,1.8607,0.9943424560663922,nan,nan
34,909.48,2.7151,185.34,1.9061,1.2083642764676086,nan,nan
35,910.69,2.7736,187.12,1.8853,1.1427048699356088,nan,nan
36,917.95,2.6804,188.86,1.896,1.1321243176974183,nan,nan
37,912.74,2.7365,190.88,1.9032,1.175321366219492,nan,nan
38,888.53,2.7009,187.86,1.8869,1.1275907259030218,nan,nan
39,912.99,2.7321,188.7,1.8828,1.1029702192575142,nan,nan
40,915.12,2.7298,187.34,1.8571,0.9794529619680402,nan,nan
41,903.09,2.7765,188.2,1.8689,1.0680324225415085,nan,nan
