Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1706.7,0.1432,125.0,7.768,0.064086,0.12876,0.18735,0.090801,0.067132,0.05499,0.5931138062383683
1739.1,0.14428,123.89,6.9825,0.062608,0.12963,0.18581,0.092547,0.067769,0.054787,0.5931551193378672
1739.0,0.14407,123.83,6.9852,0.062616,0.12963,0.186,0.092538,0.067768,0.054788,0.593338770330839
1737.9,0.14488,123.57,6.9749,0.062602,0.12966,0.18613,0.092556,0.067768,0.054782,0.5934961451874108
1735.2,0.14401,124.01,7.0526,0.062757,0.12954,0.1864,0.092376,0.067712,0.054804,0.5935852852781751
1739.6,0.14333,124.23,7.0792,0.062808,0.1295,0.1866,0.092316,0.067691,0.054812,0.593728684005518
1703.5,0.14315,125.08,7.7946,0.064125,0.12873,0.18803,0.090751,0.067116,0.055001,0.5937540736947342
1703.5,0.1432,124.97,7.7977,0.064136,0.12873,0.18807,0.090743,0.067112,0.055,0.5937907357450808
1739.3,0.14499,123.99,6.9254,0.062474,0.1297,0.18636,0.092699,0.067817,0.054774,0.5938240353436852
1703.5,0.14389,124.99,7.8035,0.064143,0.12873,0.18828,0.090739,0.0671,0.054992,0.5939902693185195
