Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1155.0,0.33224,145.4,3.2046,0.023085,0.023084959490242033
1155.0,0.33224,145.4,3.2046,0.023085,0.023084959490265646
1155.0,0.33224,145.4,3.2046,0.023085,0.0230849594902716
1155.0,0.33224,145.4,3.2046,0.023085,0.023084959490292427
1155.0,0.33224,145.4,3.2046,0.023085,0.02308495949029439
1155.0,0.33224,145.4,3.2046,0.023085,0.0230849594902956
1155.0,0.33224,145.4,3.2046,0.023085,0.02308495949029593
1155.0,0.33224,145.4,3.2046,0.023085,0.023084959490296188
1155.0,0.33224,145.4,3.2046,0.023085,0.023084959490296233
1155.0,0.33224,145.4,3.2046,0.023085,0.023084959490296843
