evals,errors
1000,0.02529808884245737
2000,0.024877632835115866
3000,0.024876693945631752
4000,0.024873177313630406
5000,0.024838757290210442
6000,0.024835592522527716
7000,0.02483549342862227
8000,0.02483548600993642
9000,0.024835485267240737
10000,0.024835485228388746
11000,0.024835485223760296
12000,0.02483548522337703
13000,0.02483548522334638
14000,0.024835485223343553
15000,0.02483548522334328
16000,0.02483548522334328
17000,0.02483548522334328
18000,0.02374966525651803
19000,0.023747162741891512
20000,0.02374667196478052
21000,0.02374664062450099
22000,0.023746638944978953
23000,0.02374663891334701
24000,0.023746638910927164
25000,0.023746638910837434
26000,0.0237466389108358
27000,0.023746638910835657
28000,0.023746638910835612
29000,0.023746638910835612
30000,0.023746638910835612
31000,0.023746638910835612
32000,0.023746638910835612
33000,0.023746638910835612
34000,0.023746638910835612
35000,0.023746638910835612
36000,0.023746638910835612
37000,0.023746638910835612
38000,0.023746638910835612
39000,0.023746638910835612
40000,0.023746638910835612
41000,0.023746638910835612
42000,0.023746638910835612
43000,0.023746638910835612
44000,0.023746638910835612
45000,0.023108425743053756
46000,0.023085123015941605
47000,0.02308496636632611
48000,0.023084959558184574
49000,0.023084959492094458
50000,0.0230849594902956
