Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
373.25,2.0748,172.16,1.0,0.082777,0.08277678176544473
373.25,2.0748,172.16,1.0,0.082777,0.08277678205592512
373.25,2.0748,172.16,1.0,0.082777,0.08277678205622291
373.25,2.0748,172.16,1.0,0.082777,0.0827767820849771
373.25,2.0748,172.16,1.0,0.082777,0.08277678239921943
373.25,2.0748,172.16,1.0,0.082777,0.08277678241979117
373.25,2.0748,172.16,1.0,0.082777,0.08277678278481064
373.25,2.0748,172.16,1.0,0.082777,0.08277678289501737
373.25,2.0748,172.16,1.0,0.082777,0.08277678297051903
373.25,2.0748,172.16,1.0,0.082777,0.08277678304744968
