Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1286.7,0.205,125.36,5.2717,0.048301,0.11184,0.114,0.13719,0.099902,0.13458,0.28814,0.25411,0.0314,1.2194614323234925
1286.6,0.20519,125.28,5.2768,0.048235,0.1119,0.114,0.1372,0.099864,0.13455,0.29084,0.25413,0.031382,1.2220914792333784
1291.1,0.20699,124.22,5.2749,0.048386,0.11196,0.114,0.13716,0.09985,0.13458,0.29646,0.25414,0.031318,1.227840829148391
1293.1,0.20699,123.86,5.2721,0.048441,0.11198,0.11399,0.13716,0.099856,0.13459,0.29747,0.25413,0.031304,1.2289350129088366
1293.0,0.20697,123.74,5.2722,0.04844,0.112,0.11399,0.13717,0.099852,0.13459,0.299,0.25413,0.031298,1.2304632291502984
1285.9,0.20604,125.28,5.2919,0.048048,0.112,0.114,0.13719,0.099762,0.13446,0.30162,0.2542,0.031339,1.2326096234957153
1275.6,0.20685,126.06,5.2735,0.048281,0.11176,0.11401,0.13712,0.099904,0.13458,0.30189,0.2541,0.031438,1.2330860539177066
1278.8,0.20577,125.53,5.2918,0.047992,0.11197,0.11401,0.13717,0.099768,0.13443,0.3032,0.2542,0.031365,1.2341006116636388
1261.8,0.20679,126.66,5.2768,0.048135,0.11174,0.11401,0.13709,0.099898,0.13452,0.30325,0.25412,0.031492,1.2342634563647177
1265.6,0.20888,125.72,5.2765,0.048278,0.11176,0.11402,0.13705,0.099869,0.13456,0.30405,0.25413,0.031418,1.2351227618637661
