Param (cp_lh_0),Param (cp_lh_1),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g56),Error (g80),Error (curve),Error (g223),Error (g237),Error (g72),Error (g262),Error (g126),Reduced Error
182.86,653.35,62.03,10.798,0.12769,0.024262,0.26797,0.3531,0.1348,0.1022,0.1072,0.12038,0.026508,1.2641233651837787
181.26,651.8,61.846,10.793,0.12774,0.024327,0.26803,0.35503,0.1349,0.10224,0.10735,0.12047,0.026447,1.2665345729478423
182.97,646.35,61.561,10.747,0.12767,0.024239,0.26797,0.35653,0.13471,0.10217,0.10819,0.12039,0.02647,1.2683445494229773
180.13,666.11,62.292,10.794,0.12798,0.024331,0.26799,0.35761,0.13521,0.1025,0.10639,0.12054,0.02644,1.2689920069076512
180.0,631.08,62.348,10.831,0.12743,0.024511,0.26816,0.35913,0.13476,0.10182,0.10877,0.1205,0.026507,1.2715832136153533
181.56,632.67,62.022,10.742,0.12752,0.024339,0.26804,0.3607,0.13466,0.10193,0.10903,0.12043,0.026488,1.2731438410051081
181.24,627.16,62.097,10.816,0.12737,0.024432,0.26813,0.36077,0.13462,0.10175,0.10919,0.12044,0.026527,1.2732206183765764
181.1,627.19,61.985,10.816,0.12738,0.02444,0.26814,0.36099,0.13463,0.10176,0.10917,0.12045,0.026513,1.2734652020870452
180.61,626.33,62.224,10.818,0.12736,0.024479,0.26815,0.36097,0.13466,0.10174,0.10916,0.12047,0.026518,1.2735087551764068
181.14,624.92,62.058,10.816,0.12734,0.024447,0.26814,0.3616,0.1346,0.10171,0.1093,0.12044,0.026525,1.274118035005232
