Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1595.9,0.066101,246.44,3.5784,0.080956,1.1347,0.087872,0.14474,0.16074,0.087213,1.696172855109111
1601.3,0.066025,239.65,3.5829,0.080772,1.1652,0.087824,0.14476,0.16045,0.086886,1.725849221899479
1601.4,0.066073,239.47,3.5817,0.080776,1.1652,0.087827,0.14477,0.16046,0.086882,1.7259243384307412
1559.4,0.066102,246.59,3.5784,0.080837,1.1683,0.087833,0.14467,0.16062,0.087097,1.7293644888521282
1550.1,0.066126,246.54,3.5814,0.080778,1.1809,0.087798,0.14463,0.16055,0.087038,1.7416703514291045
1983.9,19.465,0.012766,15.459,0.11144,1.1833,0.0607,0.19427,0.13403,0.073237,1.756947934164577
1601.6,0.065185,239.47,3.7406,0.079498,1.2046,0.086888,0.14379,0.15896,0.085786,1.7595219287681891
1577.1,0.070203,248.19,3.2674,0.083553,1.1869,0.08962,0.14657,0.1637,0.089395,1.759706360746465
1601.6,0.065137,239.64,3.7417,0.079493,1.2049,0.086884,0.14378,0.15896,0.085791,1.759816795411154
1696.9,19.645,0.019368,15.67,0.10701,1.2031,0.060298,0.18908,0.13268,0.072307,1.7645035387374204
