Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
644.37,0.4137,122.65,19.595,0.069652,0.061822,0.084997,0.21785,0.12958,0.055814,0.6197106143454066
640.05,0.41749,122.2,19.596,0.069672,0.06183,0.08498,0.21882,0.12955,0.055799,0.6206494143012294
646.38,0.41755,121.78,18.687,0.069572,0.061958,0.085073,0.21971,0.12942,0.055822,0.621561431758765
646.58,0.41304,121.84,19.661,0.069736,0.061819,0.084954,0.2202,0.12968,0.055815,0.6222101057929528
646.39,0.41467,122.08,19.721,0.069734,0.061797,0.084952,0.22159,0.1297,0.055819,0.6235828174559084
640.66,0.4196,121.8,19.659,0.06973,0.061811,0.084947,0.22172,0.12962,0.055801,0.6236288659663566
641.89,0.40835,123.94,19.594,0.069477,0.061853,0.085105,0.22315,0.12942,0.055807,0.6248039039555598
637.49,0.41974,121.86,19.662,0.069692,0.061828,0.084968,0.22401,0.12955,0.055789,0.6258407906276319
643.99,0.41957,121.73,19.66,0.069769,0.061792,0.084925,0.22397,0.12968,0.055814,0.6259528263430754
644.37,0.4137,122.65,19.829,0.069671,0.061794,0.084989,0.22901,0.12966,0.055813,0.6309285291892042
