iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.30505628022637826,0.08864969569743944,0.33327435477405787
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.044691398885872466,0.0840865730372506,0.07145698637894471
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.17458702003044424,0.07798258147106259,0.19940964666281635
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.16497655593631502,0.07375181194363047,0.18845248680194038
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.1859188280337634,0.0723383821025879,0.2089448502075577
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.021649496085377917,0.07294680375250637,0.044869184885309533
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.03889185161600725,0.07291046819886184,0.06209997444999385
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.034581434559936036,0.07314694067998316,0.057864828922473965
9,494.02,0.50636,99.313,12.387,4.517e-06,0.015782809783328626,0.07317651439338427,0.03907561775121329
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.020343492034137666,0.07302858054679337,0.04358921119615125
11,455.66,0.58146,102.25,13.326,8.357e-06,0.02164435085226734,0.07308364786568734,0.044907598486290515
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.015302915322861226,0.07310956025581776,0.038574411126837564
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.019639553443039935,0.07306473870231676,0.04289678210342279
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.06399786510569255,0.0731501778596107,0.08728228989450929
15,472.28,0.50064,97.9,11.869,3.8087e-06,0.014627952824502903,0.07311383943594438,0.037900810733818305
16,460.86,0.51214,97.893,10.864,4.0147e-06,0.016464626284781188,0.07301291862886175,0.03970536010348054
17,437.44,0.5168,99.471,12.45,2.8377e-06,0.0170189610611206,0.07304501139560772,0.04026991032475019
18,445.22,0.51833,98.917,12.488,2.8929e-06,0.015738275650468706,0.07306642563787455,0.03899604127911696
