Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
481.59,0.66314,141.18,14.907,0.011304,0.011303680762658187
