Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1812.5,0.021704,196.57,9.1695,0.068686,0.11755,0.051627,0.2224,0.073483,0.078756,0.6125029692640747
1820.1,0.022355,194.44,9.1167,0.068655,0.11782,0.051621,0.23702,0.073396,0.078818,0.6273313082010618
1813.7,0.02066,198.51,9.1388,0.068657,0.11746,0.051602,0.24389,0.073718,0.078747,0.634081010102242
1816.8,0.021786,199.11,9.259,0.068592,0.11738,0.051662,0.25525,0.073342,0.078823,0.6450512945875702
1812.6,0.022353,194.16,9.3541,0.068715,0.11743,0.051659,0.25558,0.073154,0.078786,0.6453307285267358
1756.6,0.022669,191.45,8.9392,0.069051,0.1177,0.05161,0.25612,0.073773,0.078464,0.6467205404862864
1813.3,0.022208,194.2,9.3094,0.068715,0.11749,0.051646,0.26008,0.07323,0.078781,0.6499416297711013
1812.7,0.021145,196.57,9.1612,0.068699,0.11752,0.051606,0.26273,0.073603,0.078738,0.6528977400573017
1812.8,0.02373,192.35,9.3864,0.068682,0.11759,0.051698,0.26424,0.072858,0.078862,0.6539255536347132
1917.7,0.022746,195.6,9.8159,0.068108,0.1177,0.051766,0.26702,0.072203,0.07942,0.6562194628189995
