Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
150.48,1.6529,440.68,20.0,0.13334,0.13334239030261907
150.45,1.6529,441.1,20.0,0.13335,0.13334587943130333
150.45,1.6529,441.04,20.0,0.13335,0.13334691335311485
150.46,1.6529,440.77,20.0,0.13335,0.13334880646246883
150.35,1.6529,442.66,20.0,0.13335,0.13335060097371285
150.49,1.6529,440.0,20.0,0.13335,0.13335158404329586
150.32,1.6529,442.8,20.0,0.13336,0.13335622951202536
150.32,1.6529,442.74,20.0,0.13336,0.13335689667729478
150.27,1.6529,443.11,20.0,0.13337,0.1333674543298241
150.46,1.6529,439.18,20.0,0.13338,0.13337763501015212
