Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1932.9,0.13229,123.86,13.217,0.068007,0.086926,0.129,0.28113,0.063886,0.055778,0.6847245212945451
1937.0,0.13223,124.17,13.277,0.068085,0.086858,0.12902,0.28299,0.063853,0.055786,0.6865980116135613
1804.0,0.13907,125.12,13.316,0.068129,0.086864,0.12896,0.2839,0.063745,0.055866,0.687459574330504
1806.7,0.13857,124.61,13.301,0.06814,0.086854,0.12896,0.28464,0.063768,0.055851,0.6882085049347819
1784.2,0.13978,124.34,13.333,0.068237,0.08678,0.12897,0.2856,0.063748,0.055852,0.6891830220177987
1804.0,0.13664,125.76,13.565,0.068388,0.086634,0.12894,0.28636,0.063673,0.055865,0.6898550662943675
1803.0,0.13905,125.53,13.359,0.068158,0.086838,0.12896,0.28735,0.063721,0.055875,0.6909053702194516
1804.6,0.13334,123.2,16.817,0.070957,0.084494,0.13009,0.28758,0.062786,0.055923,0.6918364843162242
1803.9,0.13831,124.48,13.31,0.068152,0.086843,0.12895,0.2893,0.063772,0.055847,0.6928663155161047
1804.7,0.14031,124.41,13.377,0.068367,0.086667,0.12907,0.29001,0.063709,0.055855,0.693677288697144
