Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1643.8,0.16427,123.71,4.0116,0.53243,0.070385,0.038987,0.143,0.11275,0.24661,0.10545,0.1451,0.11274,1.5074625491566755
1613.7,0.16816,123.47,3.9557,0.5264,0.071514,0.039444,0.14358,0.11356,0.2462,0.10865,0.14563,0.11264,1.5076306222615097
1639.9,0.16639,123.04,3.9407,0.5255,0.071856,0.039557,0.14363,0.11376,0.2461,0.10895,0.14577,0.11264,1.5077675657515581
1643.8,0.16607,123.01,3.9411,0.5257,0.071845,0.03955,0.14362,0.11374,0.24611,0.1089,0.14576,0.11264,1.507867756947802
1605.5,0.16875,124.18,3.964,0.52785,0.071331,0.039399,0.14355,0.11347,0.24625,0.10847,0.14556,0.11265,1.5085201746220966
1625.4,0.16564,123.78,3.9762,0.52982,0.071035,0.039274,0.14335,0.11324,0.24637,0.10764,0.14543,0.11269,1.5088478848234725
1620.8,0.16783,123.53,3.9776,0.5297,0.071056,0.03923,0.14336,0.11323,0.24637,0.10791,0.14543,0.11268,1.5089587854646225
1646.7,0.16609,122.82,3.9448,0.52722,0.071767,0.0395,0.14357,0.11368,0.24614,0.10876,0.14573,0.11265,1.5090106960124974
1601.7,0.16867,124.4,3.9637,0.52827,0.071328,0.03942,0.14357,0.11348,0.24624,0.1085,0.14556,0.11265,1.5090178924676694
1601.6,0.16835,124.35,3.9642,0.52851,0.071305,0.039417,0.14356,0.11347,0.24625,0.10847,0.14556,0.11265,1.5091902639028418
