iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.2992549768588175,0.0887648586595081,0.3275097089158458
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.04880629645369216,0.08417543638947589,0.07560017003029715
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.1689512393027937,0.07803195888454002,0.19378958325402987
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.1627283040304451,0.073841299269052,0.18623271959644028
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.18936144612155453,0.07234828876989068,0.21239062168549044
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.021769844457495698,0.07300735013443552,0.04500880576936803
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.038566401934232296,0.0729799527475006,0.061796642386987635
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.03306197621800564,0.07321723820810903,0.05636774697872032
9,494.02,0.50636,99.313,12.387,4.517e-06,0.02044791647863023,0.07321476840513282,0.04375290107664065
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.01692890050581669,0.07310500392545574,0.04019894598479408
11,455.66,0.58146,102.25,13.326,8.357e-06,0.023633946680911518,0.07320091916063953,0.046934522927483555
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.016697314761021043,0.07316873435910526,0.03998764626707985
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.01853956400781151,0.0731331074567246,0.04181855511862845
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.06135174659077217,0.07320017549212075,0.08465208612030263
15,472.28,0.50064,97.9,11.869,3.8087e-06,0.01597694660630653,0.07318624663975318,0.0392728524444252
16,460.86,0.51214,97.893,10.864,4.0147e-06,0.014949765465779965,0.07309633340590649,0.038217051032666476
17,437.44,0.5168,99.471,12.45,2.8377e-06,0.01716031637334799,0.07311085204460768,0.04043222336646703
18,445.22,0.51833,98.917,12.488,2.8929e-06,0.016291666755881243,0.07313032217939192,0.039569771285387426
19,302.32,0.50201,75.631,12.165,7.615e-08,0.04330566878660355,0.07296010307077101,0.06652959089101831
20,449.93,0.5193,98.884,15.039,2.9988e-06,0.024900559952147266,0.07317457758067011,0.048192751413397336
21,454.84,0.51094,99.596,13.087,2.7388e-06,0.015466861670224067,0.07313786896923831,0.038747368417547313
22,465.06,0.50021,100.15,13.338,2.7635e-06,0.015093631879160843,0.07315466577540758,0.03837948521594408
23,535.09,0.50025,107.32,15.897,1.6036e-05,0.02588539306167478,0.07323743504008565,0.04919759267367721
24,447.61,0.55455,95.569,10.085,4.8432e-06,0.01727115218786896,0.07305200315828439,0.04052432699868039
25,468.31,0.50973,101.2,15.953,2.7644e-06,0.013913011877421293,0.07315845837726662,0.03720007243687062
