Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
317.44,1.2876,1.0543,18.949,0.042142,0.04214199854366348
317.44,1.2876,1.0543,18.949,0.042142,0.04214199863629171
317.44,1.2876,1.0543,18.949,0.042142,0.0421419986616853
317.44,1.2876,1.0543,18.949,0.042142,0.04214199875488558
317.44,1.2876,1.0543,18.949,0.042142,0.04214199877813642
317.44,1.2876,1.0543,18.949,0.042142,0.04214199878275602
317.44,1.2876,1.0543,18.949,0.042142,0.04214199879486389
317.44,1.2876,1.0543,18.949,0.042142,0.04214199882602818
317.44,1.2876,1.0543,18.949,0.042142,0.04214199885386173
317.44,1.2876,1.0543,18.949,0.042142,0.04214199892087486
