Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1908.2,0.12642,103.43,5.4548,0.056973,0.13439,0.056314,0.31554,0.06819,0.10282,0.734230405946539
1883.1,0.12598,102.67,5.452,0.057004,0.13408,0.056165,0.32973,0.068247,0.1027,0.7479314045659387
1910.8,0.12639,101.56,5.5035,0.057143,0.13411,0.056157,0.34157,0.068104,0.10231,0.7593971212325626
1933.4,0.12216,106.23,5.4764,0.056856,0.13423,0.056429,0.34108,0.068181,0.10329,0.7600702137470907
1908.2,0.12362,103.43,5.4711,0.056973,0.13407,0.056233,0.34865,0.068208,0.10285,0.7669839801139575
1908.8,0.12974,102.3,5.522,0.057196,0.13425,0.056212,0.34955,0.068019,0.10213,0.7673558054855406
1909.0,0.1264,104.99,5.4571,0.05692,0.13441,0.056381,0.36392,0.068186,0.103,0.7828114140068232
1949.6,0.12328,102.77,6.1083,0.058203,0.13069,0.055501,0.39039,0.067242,0.099393,0.8014165989625963
1960.1,0.12428,102.07,6.1693,0.058354,0.13051,0.055456,0.39659,0.067153,0.099008,0.8070673735575475
1956.3,0.12305,103.36,6.1736,0.058293,0.13033,0.055467,0.40098,0.067168,0.099154,0.8113930734342341
